"id","region","country_code","country","city","latitude","longitude","long_name","short_name","prefixes","status","established","url"
1576,"Europe","LTU","Lithuania","Vilnius",54.63000,25.28000,"Lithuania Internet Exchange","LITIX",0,"Active",20100000,"http://www.litix.lt"
1585,"Oceania","AUS","Australia","Sydney",-33.95000,151.17999,"New South Wales IX","NSW-IX",28614,"Active",20130000,"http://www.ix.asn.au/peering.html"
1588,"Europe","UKR","Ukraine","Kiev",50.40000,30.45000,"Giganet Internet Exchange","Giganet IX",0,"Active",20120000,"http://giganet.ua/"
1616,"North America","CAN","Canada","Montreal",45.47000,-73.75000,"Quebec Internet Exchange","QIX",65465,"Active",20130100,"http://www.qix.ca"
1623,"Europe","BGR","Bulgaria","Sofia",42.65000,23.38000,"NetIX","NetIX",686019,"Active",20130101,"http://www.netix.net"
1636,"Europe","POL","Poland","Warsaw",52.23000,21.00000,"TPIX - Internet Exchange","TPIX",0,"Active",20101100,"http://www.tpix.pl/"
1645,"Europe","POL","Poland","Warsaw",52.23000,21.00000,"Krajowa Izba Komunikacji Ethernetowej","KIX",0,"Active",20090000,"http://www.kike.pl/en/"
1656,"Europe","FRA","France","Marseille",43.45000,5.23000,"France-IX Marseille","France-IX Marseille",0,"Active",20110000,"https://www.franceix.net/"
1658,"Europe","FRA","France","Paris",48.80000,2.33000,"FR-IX 75","FR-IX 75",0,"Active",20100505,"http://www.fr-ix.fr/"
1663,"Europe","DEU","Germany","Frankfurt",50.12000,8.68000,"European Commercial Internet Exchange","ECIX Frankfurt",76660,"Active",20130408,"http://www.ecix.net/"
1667,"Europe","DEU","Germany","Düsseldorf",51.28000,6.76000,"OpenCarrier e.G. Member IX Duesseldorf","OCIX Düsseldorf",0,"Active",20070500,"http://www.opencarrier.eu/"
1669,"North America","CAN","Canada","Calgary",51.05440,-114.06690,"AlbertaIX","AlbertaIX",0,"Active",20140123,"https://www.albertaix.ca/"
1670,"Europe","DEU","Germany","Frankfurt",50.12000,8.68000,"OpenCarrier e.G. Member IX Frankfort","OCIX Frankfurt",0,"Active",20070500,"http://www.opencarrier.eu/"
1680,"North America","USA","United States of America","Medford",42.33190,-122.86190,"Southern Oregon Access Exchange","SOAX",0,"Active",20130000,"http://www.soax.org"
1693,"North America","CAN","Canada","Halifax",44.67000,-63.61000,"Halifax Internet Exchange","Halifax IXP",0,"Active",20131125,"http://hfxix.ca"
1701,"Europe","GBR","United Kingdom of Great Britain & Northern Ireland","Edinburgh",55.92000,-3.17000,"IXScotland powered by LINX","IXScotland",0,"Active",20131000,"https://linx.net/service/publicpeering/ixscotland.html"
1702,NULL,NULL,NULL,"Prishtinë",42.66670,21.16670,"KOSIX Internet Exchange Point","KOSIX",0,"Active",20110623,"http://www.kosix.net"
1709,"Asia","UZB","Uzbekistan","Tashkent",41.26670,69.21670,"Uzbekistan Internet Exchange","TAS-IX",0,"Active",20041224,"http://tas-ix.uz/"
1719,"North America","USA","United States of America","Boston",42.37000,-71.03000,"Coresite - Any 2","Coresite - Any 2",0,"Active",20130000,"http://www.coresite.com/solutions/interconnection/Peering-Exchanges/ANY2"
1720,"North America","USA","United States of America","Denver",39.75000,-105.00000,"Coresite - Any 2","Coresite - Any 2",0,"Active",20130000,"http://www.coresite.com/solutions/interconnection/Peering-Exchanges/ANY2"
1721,"North America","USA","United States of America","Miami",25.83000,-80.29000,"Coresite - Any 2","Coresite - Any 2",0,"Active",20130000,"http://www.coresite.com/solutions/interconnection/Peering-Exchanges/ANY2"
1722,"North America","USA","United States of America","New York",40.75000,-74.00000,"Coresite - Any 2","Coresite - Any 2",0,"Active",20130000,"http://www.coresite.com/solutions/interconnection/Peering-Exchanges/ANY2"
1723,"North America","USA","United States of America","Reston",38.95669,-77.34210,"Coresite - Any 2 NorthEast","Coresite - Any 2",0,"Active",20130000,"http://www.coresite.com/solutions/interconnection/Peering-Exchanges/ANY2"
1724,"North America","USA","United States of America","San Jose",37.33000,-121.88000,"Coresite - Any 2 Northern California","Coresite - Any 2",0,"Active",20130000,"http://www.coresite.com/solutions/interconnection/Peering-Exchanges/ANY2"
1758,"Europe","CZE","Czech Republic","Prague",50.08000,14.43000,"Peering.cz","Peering.cz",75273,"Active",20121017,"http://www.peering.cz"
1778,"North America","USA","United States of America","New York",40.75000,-74.00000,"DE-CIX New York","DE-CIX NYC",0,"Active",20130000,"http://nyc.de-cix.net/"
1781,"Europe","DNK","Denmark","Copenhagen",55.67000,12.57000,"Netnod COMIX","COMIX",0,"Active",20140500,"www.netnod.se"
1789,"South America","BOL","Bolivia","La Paz",-16.50000,-68.15000,"Punto de Intercambio de Trafico de Bolivia","PIT Bolivia",0,"Active",20131113,""
1790,"Europe","FRA","France","Saint Denis",48.93640,2.35470,"Reunix","Reunix",0,"Active",20060200,"http://www.renater.fr/reunix?lang=en"
1791,"Europe","FRA","France","Mamoudzou",-12.78060,45.22780,"Mayotix","Mayotix",0,"Active",20120323,"http://www.renater.fr/mayotix?lang=en"
1795,"North America","USA","United States of America","Bend",44.05640,-121.30810,"Central Oregon Internet eXchange","COIX",0,"Active",20110512,"http://www.centraloregonix.org"
1801,"Africa","CIV","Cote d'Ivoire","Abidjan",5.25000,-3.93000,"Côte d'Ivoire Internet Exchange Point","CIVIX",0,"Active",20131003,"www.civix.ci"
1802,"North America","CAN","Canada","Vancouver",49.18000,-123.17000,"Vancouver Internet Exchange","VANIX",0,"Active",20131130,"http://www.vanix.ca"
1806,"North America","CRI","Costa Rica","San Jose",9.93504,-84.08300,"Punto de Intercambio Neutro de Internet","IXP Costa Rica",1296,"Active",20140429,"http://www.crix.cr/"
1810,"North America","USA","United States of America","New York",40.75000,-74.00000,"AMS-IX New York","AMS-IX New York",0,"Active",20140417,"https://nynj.ams-ix.net/"
1811,"Africa","GMB","Gambia","Serrekunda",13.43637,-16.66660,"Serrekunda Internet Exchange Point","SIXP",16,"Active",20140725,"www.sixp.gm"
1814,"North America","JAM","Jamaica","Kingston",17.93000,-76.78000,"Jamaica Internet Exchange Point","JAIXP",62,"Active",20140831,""
1832,"South America","BRA","Brazil","Curitiba",-25.52000,-49.17000,"Ponto de Troca de Trafego do Curitiba","PTT Curitiba",0,"Active",20070000,"http://ptt.br/adesao/pr"
1835,"Asia","SGP","Singapore","Singapore",1.37000,103.98000,"BBIX Singapore","BBIX",0,"Active",20141001,"www.bbix.net"
1836,"Asia","CHN","China","Hong Kong",22.33000,114.18000,"BBIX Hong Kong","BBIX",0,"Active",20141001,"www.bbix.net"
1840,"Africa","ZAF","South Africa","Durban",-29.97000,30.95000,"NAPAfrica Durban","NAPAfrica",0,"Active",20140000,"http://www.napafrica.com"
1841,"North America","USA","United States of America","San Francisco",37.78000,-122.43000,"AMS-IX Bay Area","AMS-IX Bay Area",0,"Active",20140910,"https://bay.ams-ix.net"
1842,"Asia","IND","India","Mumbai",19.00000,72.80000,"Mumbai Convergence Hub","Mumbai CH",0,"Active",20140815,"www.mumbaich.com"
1845,"North America","USA","United States of America","Miami",25.83000,-80.29000,"South Florida Internet Exchange","FL-IX",0,"Active",20140000,"http://fl-ix.net"
1847,"North America","USA","United States of America","Chicago",41.85000,-87.65000,"AMS-IX Chicago","AMS-IX Chicago",0,"Active",20141007,"https://chi.ams-ix.net"
1853,"Europe","DNK","Denmark","Copenhagen",55.67000,12.57000,"Content-IX","Content-IX",0,"Active",20120200,"www.content-ix.dk"
1856,"Europe","DEU","Germany","Dortmund",51.51610,7.46830,"Dortmund Internet exchange","DO-IX",0,"Active",20130901,"https://www.do-ix.net"
1857,"Asia","JPN","Japan","Niigata",37.92000,139.05000,"Echigo-IX","Echigo-IX",0,"Active",20110900,"http://www.echigo-ix.jp"
1861,"Europe","RUS","Russian Federation","Novosibirsk",55.03000,82.90000,"DataIX Novosibirsk","DataIX Novosibirsk",0,"Active",20120000,"http://www.dataix.ru/"
1864,"Europe","RUS","Russian Federation","St. Petersburg",59.93000,30.30000,"Pirix","Pirix",0,"Active",20080000,"http://www.pirix.ru/"
1866,"Asia","THA","Thailand","Bangkok",13.92000,100.60000,"Bangkok Internet Exchange Point","BKNIX",0,"Active",20150209,"https://bknix.co.th/en/index.php"
1870,"North America","USA","United States of America","Los Angeles",33.97000,-118.25000,"CENIC International Internet eXchange","CIIX",0,"Active",19960000,"http://www.ciix.net"
1872,"North America","USA","United States of America","Salt Lake City",40.77000,-111.90000,"Salt Lake Internet Exchange","SLIX",0,"Active",20140000,"http://www.slix.net"
1873,"North America","USA","United States of America","Atlanta",33.86000,-84.40000,"South East Network Access Point","SNAP",0,"Active",20120000,"http://www.southeastnap.com"
1875,"North America","USA","United States of America","Atlanta",33.86000,-84.40000,"TelX Internet Exchange","TIE Atlanta",0,"Active",20070000,"http://tie.telx.com/"
1879,"Oceania","NZL","New Zealand","Auckland",-37.02000,174.80000,"MegaPort-IX Auckland","MegaPort-IX Auckland",0,"Active",20141120,"MegaPort-IX Auckland"
1880,"Oceania","NZL","New Zealand","Auckland",-37.02000,174.80000,"Auckland Internet Exchange","AKL-IX",0,"Active",0,"http://www.ix.asn.au/peering.html"
1883,"North America","USA","United States of America","Chicago",41.85000,-87.65000,"United IX Chicago","ChIX",0,"Active",20140000,"https://unitedix.net/"
1884,"Africa","NGA","Nigeria","Abuja",9.25000,7.00000,"IXPN - Abuja","IXPN - Abuja",0,"Active",20110728,"http://www.ixpn.net.ng"
